Date,Close,High,Low,Open,Volume,Ticker
2018-03-30,394.644989,409.9289856,368.6329956,385.9049988,1878130048,ETH-USD
2018-03-31,396.4570007,418.4679871,392.9530029,395.0039978,1323920000,ETH-USD
2018-04-01,379.6069946,400.5280151,363.8049927,397.2539978,1256930048,ETH-USD
2018-04-02,386.4249878,395.17099,377.5929871,379.6990051,1102259968,ETH-USD
2018-04-03,416.8930054,418.9679871,383.5320129,387.3120117,1363399936,ETH-USD
2018-04-04,380.5429993,417.4719849,375.3099976,416.4849854,1287730048,ETH-USD
2018-04-05,383.2319946,387.7160034,369.8160095,379.946991,1210680064,ETH-USD
2018-04-06,370.2850037,385.1950073,366.9110107,382.7309875,967105984,ETH-USD
2018-04-07,385.3139954,393.0589905,369.9360046,370.3800049,951475008,ETH-USD
2018-04-08,400.5079956,402.5899963,385.6019897,385.7430115,948488000,ETH-USD
2018-04-09,398.526001,429.2510071,390.6099854,400.8569946,1478390016,ETH-USD
2018-04-10,414.2430115,415.8880005,393.8789978,399.4110107,1196000000,ETH-USD
2018-04-11,430.5400085,430.5400085,412.4710083,415.0239868,1439040000,ETH-USD
2018-04-12,492.9410095,493.0580139,417.4129944,430.1610107,2519360000,ETH-USD
2018-04-13,492.7349854,526.4699707,482.6589966,493.1600037,2419249920,ETH-USD
2018-04-14,501.4779968,512.0239868,488.2789917,492.5799866,1519079936,ETH-USD
2018-04-15,531.7020264,531.7020264,502.8800049,502.8800049,1726089984,ETH-USD
2018-04-16,511.1470032,534.1970215,500.25,532.0739746,1758979968,ETH-USD
2018-04-17,502.8940125,518.0310059,502.5639954,511.144989,1760359936,ETH-USD
2018-04-18,524.7890015,525.09198,503.0450134,503.3089905,1762940032,ETH-USD
2018-04-19,567.8889771,567.8889771,523.2620239,524.0380249,2256869888,ETH-USD
2018-04-20,615.7180176,618.7150269,560.28302,567.9890137,2849469952,ETH-USD
2018-04-21,605.3950195,621.8880005,578.5499878,616.0040283,2612460032,ETH-USD
2018-04-22,621.8599854,640.7670288,593.8690186,606.1190186,2426269952,ETH-USD
2018-04-23,642.5479736,646.7000122,621.0349731,621.1989746,2386830080,ETH-USD
2018-04-24,708.15802,708.875,643.3980103,643.3980103,3581860096,ETH-USD
2018-04-25,615.4160156,707.0620117,600.2119751,707.0620117,4216140032,ETH-USD
2018-04-26,662.809021,663.1810303,604.007019,618.0789795,2984009984,ETH-USD
2018-04-27,647.0319824,684.867981,647.0319824,662.1090088,2598129920,ETH-USD
2018-04-28,683.6779785,691.4420166,644.6459961,644.6459961,2496659968,ETH-USD
2018-04-29,688.8809814,697.7559814,670.5130005,683.9119873,2740559872,ETH-USD
2018-04-30,669.9240112,694.4390259,666.1170044,689.7609863,2853100032,ETH-USD
2018-05-01,673.6129761,674.4030151,637.539978,670.4630127,2678960128,ETH-USD
2018-05-02,687.1489868,688.84198,667.4199829,674.0750122,2822269952,ETH-USD
2018-05-03,779.5430298,784.3410034,686.5910034,686.5910034,4210939904,ETH-USD
2018-05-04,785.6240234,803.7459717,762.632019,776.7750244,3533410048,ETH-USD
2018-05-05,816.1199951,827.4550171,784.2369995,784.5830078,3035040000,ETH-USD
2018-05-06,792.3109741,835.0570068,764.8829956,816.0880127,3105570048,ETH-USD
2018-05-07,753.7249756,795.7579956,710.1779785,793.3389893,4316120064,ETH-USD
2018-05-08,752.8569946,774.2490234,728.1290283,755.0089722,2920489984,ETH-USD
2018-05-09,752.2750244,759.5289917,718.4719849,752.9019775,2877870080,ETH-USD
2018-05-10,727.2769775,766.7479858,726.6640015,752.5789795,2748950016,ETH-USD
2018-05-11,679.5859985,736.9769897,669.8250122,727.0130005,3290080000,ETH-USD
2018-05-12,686.0479736,691.4110107,644.065979,679.8770142,2668480000,ETH-USD
2018-05-13,733.4959717,741.3120117,675.3189697,687.1749878,2362500096,ETH-USD
2018-05-14,730.5490112,742.1699829,695.7919922,732.7329712,3005110016,ETH-USD
2018-05-15,708.8709717,739.052002,700.9949951,731.1430054,2523069952,ETH-USD
2018-05-16,707.0499878,710.2000122,682.5410156,708.0869751,2476130048,ETH-USD
2018-05-17,672.6569824,718.8330078,668.8339844,708.7180176,2350619904,ETH-USD
2018-05-18,694.3670044,695.0310059,663.809021,672.1019897,2305740032,ETH-USD
2018-05-19,696.5300293,715.5780029,686.7910156,695.0720215,2021549952,ETH-USD
2018-05-20,715.3690186,723.7529907,692.6690063,697.9229736,2156910080,ETH-USD
2018-05-21,699.2219849,719.2780151,692.4940186,717.1929932,2005170048,ETH-USD
2018-05-22,647.7410278,700.9760132,644.026001,700.1779785,2230469888,ETH-USD
2018-05-23,583.585022,651.6359863,572.9520264,646.6699829,2995429888,ETH-USD
2018-05-24,601.7550049,610.8179932,557.2059937,584.5360107,2791099904,ETH-USD
2018-05-25,586.7340088,617.1859741,575.6240234,602.1400146,2110919936,ETH-USD
2018-05-26,587.2800293,606.1749878,583.5120239,587.4260254,1694300032,ETH-USD
2018-05-27,572.6680298,590.3280029,562.8660278,588.5200195,1788790016,ETH-USD
2018-05-28,516.0360107,576.0490112,512.552002,573.0449829,2356900096,ETH-USD
2018-05-29,565.3880005,572.2639771,516.1480103,516.1480103,2330820096,ETH-USD
2018-05-30,559.5900269,583.1359863,545.4310303,566.8300171,2053970048,ETH-USD
2018-05-31,577.6450195,585.5380249,557.065979,558.4970093,1985040000,ETH-USD
2018-06-01,580.0430298,589.0930176,567.664978,578.6719971,1945890048,ETH-USD
2018-06-02,591.8079834,597.0770264,577.3220215,580.4290161,1880390016,ETH-USD
2018-06-03,618.3289795,624.5130005,591.2589722,591.2589722,1832550016,ETH-USD
2018-06-04,592.9849854,623.4290161,583.7470093,619.4370117,1903430016,ETH-USD
2018-06-05,609.3029785,611.3300171,580.9819946,593.4060059,1844269952,ETH-USD
2018-06-06,607.1240234,611.6430054,596.3959961,610.2620239,1756530048,ETH-USD
2018-06-07,605.1870117,616.1439819,601.6929932,607.6870117,1880140032,ETH-USD
2018-06-08,601.0770264,608.8109741,595.5930176,605.4429932,1637779968,ETH-USD
2018-06-09,597.5620117,608.5830078,597.5620117,600.9050293,1519309952,ETH-USD
2018-06-10,526.4790039,594.3449707,511.8890076,594.3449707,2234880000,ETH-USD
2018-06-11,533.2839966,536.8579712,515.2689819,524.8569946,1982119936,ETH-USD
2018-06-12,496.8429871,538.9550171,491.2349854,532.710022,1932760064,ETH-USD
2018-06-13,477.493988,501.9049988,459.0039978,498.0180054,2080130048,ETH-USD
2018-06-14,519.7420044,523.5449829,467.4660034,478.381012,2458650112,ETH-USD
2018-06-15,491.0039978,521.3049927,487.4689941,520.4799805,1808269952,ETH-USD
2018-06-16,499.6419983,503.2229919,488.8510132,490.4140015,1314109952,ETH-USD
2018-06-17,500.447998,507.6409912,498.6480103,499.4599915,1264870016,ETH-USD
2018-06-18,518.8909912,521.7960205,494.0660095,499.3829956,1513869952,ETH-USD
2018-06-19,537.9569702,542.3530273,516.3120117,519.0230103,1726569984,ETH-USD
2018-06-20,536.2680054,541.0150146,519.3690186,538.5059814,1596290048,ETH-USD
2018-06-21,527.3670044,543.71698,524.2589722,536.4470215,1462070016,ETH-USD
2018-06-22,465.8169861,527.1939697,456.8770142,527.1939697,2226030080,ETH-USD
2018-06-23,474.519989,479.1289978,462.3930054,466.2739868,1651379968,ETH-USD
2018-06-24,457.6719971,475.3590088,426.4689941,474.7680054,2490579968,ETH-USD
2018-06-25,460.3099976,470.3439941,448.8959961,455.9360046,4007950080,ETH-USD
2018-06-26,432.7720032,461.2130127,432.7720032,460.7330017,1356560000,ETH-USD
2018-06-27,442.3649902,444.2430115,424.8389893,432.243988,1368940032,ETH-USD
2018-06-28,422.3649902,443.6180115,419.6830139,442.2900085,1360790016,ETH-USD
2018-06-29,436.0090027,441.7929993,407.946991,422.5870056,1564499968,ETH-USD
2018-06-30,455.1799927,458.7969971,436.2090149,436.2090149,1475939968,ETH-USD
2018-07-01,453.9179993,457.1390076,446.3850098,455.2420044,1511730048,ETH-USD
2018-07-02,475.3469849,479.1300049,447.1109924,453.8240051,1625789952,ETH-USD
2018-07-03,464.1950073,483.8540039,462.5820007,475.3859863,1683939968,ETH-USD
2018-07-04,467.3179932,481.4360046,455.1849976,464.151001,1549769984,ETH-USD
2018-07-05,474.4119873,483.2250061,464.6289978,467.2869873,1828610048,ETH-USD
2018-07-06,474.0119934,479.6520081,457.6149902,474.3569946,1627609984,ETH-USD
2018-07-07,491.6600037,491.6600037,466.8359985,474.0570068,1358360064,ETH-USD
2018-07-08,489.118988,503.1990051,488.4169922,492.0679932,1344560000,ETH-USD
2018-07-09,476.6820068,490.8519897,475.1749878,488.8779907,1533799936,ETH-USD
2018-07-10,434.4240112,478.3179932,433.9599915,476.1619873,1789069952,ETH-USD
2018-07-11,446.5180054,447.3160095,429.5069885,434.5150146,1422470016,ETH-USD
2018-07-12,430.0740051,446.5020142,422.8099976,446.5020142,1495440000,ETH-USD
2018-07-13,434.0270081,442.3630066,430.7409973,430.7409973,1489670016,ETH-USD
2018-07-14,436.0859985,439.4339905,431.473999,434.5109863,1235820032,ETH-USD
2018-07-15,449.8500061,454.0010071,433.92099,435.8829956,1350160000,ETH-USD
2018-07-16,480.6579895,480.6579895,446.7980042,450.4249878,1858680064,ETH-USD
2018-07-17,501.0020142,508.7799988,468.9150085,480.0769958,2288100096,ETH-USD
2018-07-18,480.5130005,513.4329834,474.3590088,500.8380127,2371559936,ETH-USD
2018-07-19,469.618988,483.2399902,465.1419983,480.6279907,2068739968,ETH-USD
2018-07-20,450.697998,469.3070068,443.6929932,469.3070068,1821350016,ETH-USD
2018-07-21,462.4360046,468.0830078,445.776001,450.6789856,1504310016,ETH-USD
2018-07-22,459.6570129,470.8980103,458.118988,462.4379883,1338589952,ETH-USD
2018-07-23,450.8529968,469.7659912,449.7279968,459.4389954,1596999936,ETH-USD
2018-07-24,479.3729858,481.1419983,450.5650024,451.1359863,2287520000,ETH-USD
2018-07-25,472.4930115,482.8680115,466.473999,479.9060059,1930780032,ETH-USD
2018-07-26,464.0369873,483.6960144,461.4240112,472.3309937,1621560064,ETH-USD
2018-07-27,469.6659851,473.2219849,458.2909851,464.0090027,1734259968,ETH-USD
2018-07-28,466.8980103,471.5939941,462.9890137,469.678009,1531890048,ETH-USD
2018-07-29,466.6650085,470.3559875,462.7120056,466.9150085,1631910016,ETH-USD
2018-07-30,457.0809937,467.9519958,448.6409912,466.8269958,2141590000,ETH-USD
2018-07-31,433.8670044,457.2449951,430.4440002,457.2449951,1820680000,ETH-USD
2018-08-01,420.7470093,435.4570007,410.4639893,433.868988,1888060000,ETH-USD
2018-08-02,412.6210022,425.0339966,410.3089905,420.8059998,1569300000,ETH-USD
2018-08-03,418.2619934,420.5490112,399.9100037,412.5669861,1722340000,ETH-USD
2018-08-04,407.2520142,420.1860046,403.776001,418.2369995,1466540000,ETH-USD
2018-08-05,410.5159912,413.7160034,402.4320068,407.3460083,1396820000,ETH-USD
2018-08-06,406.6579895,414.5400085,403.3150024,410.5669861,1384880000,ETH-USD
2018-08-07,380.2149963,411.4049988,376.0769958,406.8009949,1828350000,ETH-USD
2018-08-08,356.6130066,380.67099,353.7340088,379.8919983,2016080000,ETH-USD
2018-08-09,365.5880127,370.9460144,353.6140137,356.9710083,1616610000,ETH-USD
2018-08-10,334.1759949,367.0450134,329.5859985,365.776001,1699400000,ETH-USD
2018-08-11,322.1119995,334.2640076,308.4880066,334.2640076,1790370000,ETH-USD
2018-08-12,319.5700073,328.5899963,318.6019897,320.822998,1625420000,ETH-USD
2018-08-13,286.4949951,323.5509949,284.9339905,320.2099915,1751190000,ETH-USD
2018-08-14,278.9320068,286.3649902,254.6499939,286.3649902,2137850000,ETH-USD
2018-08-15,282.3640137,303.5899963,280.118988,280.3869934,1878150000,ETH-USD
2018-08-16,288.04599,298.4760132,280.928009,282.7409973,1552970000,ETH-USD
2018-08-17,315.7290039,316.1700134,287.3460083,287.6830139,1995460000,ETH-USD
2018-08-18,295.8120117,320.4460144,286.5509949,316.7909851,1764020000,ETH-USD
2018-08-19,300.8340149,307.0979919,291.3320007,295.6700134,1447910000,ETH-USD
2018-08-20,274.3150024,304.3720093,273.5109863,301.381012,1413790000,ETH-USD
2018-08-21,281.9440002,285.9700012,273.3309937,273.3309937,1164120000,ETH-USD
2018-08-22,271.3410034,297.4859924,264.9979858,281.9679871,1507660000,ETH-USD
2018-08-23,277.1040039,279.54599,271.0899963,271.7479858,1271160000,ETH-USD
2018-08-24,282.9670105,283.302002,273.8599854,278.1109924,1450170000,ETH-USD
2018-08-25,279.6459961,283.5150146,278.4710083,283.2810059,1208360000,ETH-USD
2018-08-26,275.196991,279.5249939,272.4440002,279.5249939,1206650000,ETH-USD
2018-08-27,285.6029968,285.6029968,273.6499939,275.3500061,1406790000,ETH-USD
2018-08-28,296.4989929,297.3999939,283.571991,286.6489868,1513350000,ETH-USD
2018-08-29,289.3120117,297.0710144,287.2869873,296.1629944,1474460000,ETH-USD
2018-08-30,284.105011,291.2430115,275.2109985,289.7529907,1513100000,ETH-USD
2018-08-31,283.0039978,284.5509949,278.5130005,284.1199951,1411910000,ETH-USD
2018-09-01,295.3410034,301.1440125,283.4960022,283.4960022,1546630000,ETH-USD
2018-09-02,294.3710022,298.6860046,290.9259949,295.4530029,1321050000,ETH-USD
2018-09-03,289.2590027,295.5910034,287.4320068,295.1809998,1394490000,ETH-USD
2018-09-04,285.7229919,291.5799866,284.2550049,289.2969971,1554870000,ETH-USD
2018-09-05,232.3309937,288.1629944,232.3309937,286.0450134,2390390000,ETH-USD
2018-09-06,230.2149963,231.7550049,218.1230011,231.647995,2097310000,ETH-USD
2018-09-07,217.2030029,233.8959961,217.0749969,229.5350037,1678260000,ETH-USD
2018-09-08,197.951004,220.3670044,193.2590027,217.9120026,1517200000,ETH-USD
2018-09-09,196.923996,207.6660004,188.3059998,198.3849945,1585980000,ETH-USD
2018-09-10,197.0789948,201.8829956,189.5839996,197.8509979,1502960000,ETH-USD
2018-09-11,185.0659943,198.5059967,180.595993,198.177002,1568900000,ETH-USD
2018-09-12,183.3309937,185.5870056,170.2570038,185.4230042,1874850000,ETH-USD
2018-09-13,211.3540039,214.0019989,183.6790009,183.6790009,2330720000,ETH-USD
2018-09-14,211.7489929,222.7940063,204.8710022,212.6690063,2232190000,ETH-USD
2018-09-15,223.0740051,226.6040039,209.6060028,209.8139954,1670490000,ETH-USD
2018-09-16,220.5890045,222.8029938,211.1179962,222.8029938,1502260000,ETH-USD
2018-09-17,197.875,224.2610016,195.3079987,221.5820007,2019910000,ETH-USD
2018-09-18,209.9750061,213.3569946,195.9340057,197.0950012,1800640000,ETH-USD
2018-09-19,209.9689941,213.8710022,201.6560059,209.4720001,1733330000,ETH-USD
2018-09-20,224.5910034,224.8179932,207.7890015,210.2879944,1782070000,ETH-USD
2018-09-21,246.5839996,248.3880005,221.5670013,225.2510071,2836200000,ETH-USD
2018-09-22,240.4799957,251.1959991,233.8099976,247.3370056,1921820000,ETH-USD
2018-09-23,244.3300018,247.4640045,237.8569946,240.9920044,1693470000,ETH-USD
2018-09-24,228.7299957,245.1080017,227.4900055,244.8439941,1748740000,ETH-USD
2018-09-25,218.5050049,228.3269958,206.4900055,228.3269958,2120360000,ETH-USD
2018-09-26,215.8470001,221.4369965,209.1130066,218.6470032,1756100000,ETH-USD
2018-09-27,228.4940033,230.6069946,212.654007,215.4400024,2030320000,ETH-USD
2018-09-28,222.4019928,231.7480011,218.6690063,229.0410004,2018120000,ETH-USD
2018-09-29,231.6349945,234.0140076,216.0780029,221.7050018,2208720000,ETH-USD
2018-09-30,232.8480072,236.9859924,228.4450073,231.3289948,1765560000,ETH-USD
2018-10-01,230.7680054,234.1450043,226.9450073,233.2200012,1597500000,ETH-USD
